# ecldata_yy.ecl
sha256: 967ac94f260108eb081c64ed5242debf78c10f4da205aec15de8c5ea2e1cbdda
header: subroutines=12 timelines=1 data_end=0x00002580

## timeline 0 [0x00002504, 0x00002580)
0x00002504 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x000003ac t=   110 op=0x003d size=20 b08=0x00 diff=0xff pmask=0x0000  set_secondary_animation_mode args=[0x00000000(s=0,f=0), 0x00000006(s=6,f=8.407791e-45)]
0x000003c0 t=   110 op=0x004e size=20 b08=0x00 diff=0xff pmask=0x0000  set_hurtbox args=[0x43a00000(s=1134559232,f=320), 0x42000000(s=1107296256,f=32)]
0x000003d4 t=   110 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x000003e4 t=   110 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbdc90fdb(s=-1110896677,f=-0.09817477)]
0x000003f8 t=   110 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3f19999a(s=1058642330,f=0.6)]
0x0000040c t=   110 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000000(s=0,f=0)]
0x00000420 t=   110 op=0x0071 size=20 b08=0x00 diff=0xff pmask=0x0000  configure_bullet_sounds args=[0x00000007(s=7,f=9.809089e-45), 0x00000019(s=25,f=3.503246e-44)]
0x00000434 t=   110 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x42e00000(s=1121976320,f=112)]
0x00000450 t=   170 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x43000000(s=1124073472,f=128), 0x42c00000(s=1119879168,f=96), 0x43800000(s=1132462080,f=256), 0x43000000(s=1124073472,f=128)]
0x0000046c t=   170 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002737(s=10039,f=1.406764e-41), 0x00000000(s=0,f=0)]
0x00000480 t=   170 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x00000000(s=0,f=0)]
0x00000494 t=   170 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002712(s=10002,f=1.401579e-41), 0x00000000(s=0,f=0)]
0x000004a8 t=   170 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x000004bc t=   170 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f000000(s=1056964608,f=0.5)]
0x000004d0 t=   170 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002712(s=10002,f=1.401579e-41), 0x00000014(s=20,f=2.802597e-44)]
0x000004e4 t=   170 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002713(s=10003,f=1.401719e-41), 0x00000006(s=6,f=8.407791e-45)]
0x000004f8 t=   170 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461c8000(s=1176272896,f=10016), 0x461d8800(s=1176340480,f=10082)]
0x0000050c t=   170 op=0x0017 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_div args=[0x00002745(s=10053,f=1.408725e-41), 0x00002713(s=10003,f=1.401719e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00000524 t=   170 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000000a(s=10,f=1.401298e-44), 0xfffffffe(s=-2,f=nan), 0x0000000a(s=10,f=1.401298e-44)]
0x0000054c t=   170 op=0x005e size=40 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_from_vm_offset args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000000a(s=10,f=1.401298e-44), 0xfffffffe(s=-2,f=nan), 0x0000000a(s=10,f=1.401298e-44)]
0x00000574 t=   170 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00002712(s=10002,f=1.401579e-41)]
0x00000588 t=   170 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000003(s=3,f=4.203895e-45)]
0x0000059c t=   170 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461c8000(s=1176272896,f=10016)]
0x000005b0 t=   170 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4800(s=1176324096,f=10066), 0x461c8400(s=1176273920,f=10017)]
0x000005c4 t=   170 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x461c8800(s=1176274944,f=10018)]
0x000005d8 t=   170 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000002(s=2,f=2.802597e-45)]
0x000005e8 t=   170 op=0x001c size=24 b08=0x00 diff=0xff pmask=0x0005  set_float_div args=[0x461c9000(s=1176276992,f=10020), 0x40490fdb(s=1078530011,f=3.141593), 0x461c4800(s=1176258560,f=10002)]
0x00000600 t=   180 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c9000(s=1176276992,f=10020)]
0x00000614 t=   180 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00000624 t=   180 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00002712(s=10002,f=1.401579e-41)]
0x00000638 t=   180 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000002(s=2,f=2.802597e-45)]
0x0000064c t=   180 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461c8000(s=1176272896,f=10016)]
0x00000660 t=   180 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4800(s=1176324096,f=10066), 0x461c8400(s=1176273920,f=10017)]
0x00000674 t=   180 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x461c8800(s=1176274944,f=10018)]
0x00000688 t=   180 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000003(s=3,f=4.203895e-45)]
0x00000698 t=   190 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c9000(s=1176276992,f=10020)]
0x000006ac t=   190 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000006bc t=   190 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00002712(s=10002,f=1.401579e-41)]
0x000006d0 t=   190 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000003(s=3,f=4.203895e-45)]
0x000006e4 t=   190 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461c8000(s=1176272896,f=10016)]
0x000006f8 t=   190 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4800(s=1176324096,f=10066), 0x461c8400(s=1176273920,f=10017)]
0x0000070c t=   190 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x461c8800(s=1176274944,f=10018)]
0x00000720 t=   190 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000002(s=2,f=2.802597e-45)]
0x00000730 t=   200 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c9000(s=1176276992,f=10020)]
0x00000744 t=   200 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00000754 t=   200 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00002712(s=10002,f=1.401579e-41)]
0x00000768 t=   200 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000002(s=2,f=2.802597e-45)]
0x0000077c t=   200 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461c8000(s=1176272896,f=10016)]
0x00000790 t=   200 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4800(s=1176324096,f=10066), 0x461c8400(s=1176273920,f=10017)]
0x000007a4 t=   200 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x461c8800(s=1176274944,f=10018)]
0x000007b8 t=   200 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000003(s=3,f=4.203895e-45)]
0x000007c8 t=   210 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c9000(s=1176276992,f=10020)]
0x000007dc t=   210 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x000007ec t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00002712(s=10002,f=1.401579e-41)]
0x00000800 t=   210 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00000814 t=   210 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461c8000(s=1176272896,f=10016)]
0x00000828 t=   210 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4800(s=1176324096,f=10066), 0x461c8400(s=1176273920,f=10017)]
0x0000083c t=   210 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x461c8800(s=1176274944,f=10018)]
0x00000850 t=   210 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000002(s=2,f=2.802597e-45)]
0x00000860 t=   220 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c9000(s=1176276992,f=10020)]
0x00000874 t=   220 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8000(s=1176272896,f=10016)]
0x00000884 t=   220 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0003  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00002712(s=10002,f=1.401579e-41)]
0x00000898 t=   220 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000008ac t=   220 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461c8000(s=1176272896,f=10016)]
0x000008c0 t=   220 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4800(s=1176324096,f=10066), 0x461c8400(s=1176273920,f=10017)]
0x000008d4 t=   220 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x461c8800(s=1176274944,f=10018)]
0x000008e8 t=   220 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000003(s=3,f=4.203895e-45)]
0x000008f8 t=   340 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x40490fdb(s=1078530011,f=3.141593)]
0x0000090c t=   340 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3d80adfd(s=1031843325,f=0.06283186)]
0x00000920 t=   340 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00000018(s=24,f=3.363116e-44)]
0x00000934 t=   340 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000948 t=   340 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461d8800(s=1176340480,f=10082)]
0x0000095c t=   340 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4800(s=1176324096,f=10066), 0x3bab92a6(s=1001099942,f=0.005235988)]
0x00000970 t=   340 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x3f4ccccd(s=1061997773,f=0.8)]
0x00000984 t=   340 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000004(s=4,f=5.605194e-45)]
0x00000994 t=   370 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x00000000(s=0,f=0)]
0x000009a8 t=   370 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0xbd80adfd(s=-1115640323,f=-0.06283186)]
0x000009bc t=   370 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x0000001a(s=26,f=3.643376e-44)]
0x000009d0 t=   370 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000001(s=1,f=1.401298e-45)]
0x000009e4 t=   370 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461d8800(s=1176340480,f=10082)]
0x000009f8 t=   370 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4800(s=1176324096,f=10066), 0xbbab92a6(s=-1146383706,f=-0.005235988)]
0x00000a0c t=   370 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x3f4ccccd(s=1061997773,f=0.8)]
0x00000a20 t=   370 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000004(s=4,f=5.605194e-45)]
0x00000a30 t=   400 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x40490fdb(s=1078530011,f=3.141593)]
0x00000a44 t=   400 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3d80adfd(s=1031843325,f=0.06283186)]
0x00000a58 t=   400 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x0000001c(s=28,f=3.923636e-44)]
0x00000a6c t=   400 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000a80 t=   400 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461d8800(s=1176340480,f=10082)]
0x00000a94 t=   400 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4800(s=1176324096,f=10066), 0x3c2b92a6(s=1009488550,f=0.01047198)]
0x00000aa8 t=   400 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x3f4ccccd(s=1061997773,f=0.8)]
0x00000abc t=   400 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000004(s=4,f=5.605194e-45)]
0x00000acc t=   430 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x40490fdb(s=1078530011,f=3.141593)]
0x00000ae0 t=   430 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3d80adfd(s=1031843325,f=0.06283186)]
0x00000af4 t=   430 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x0000001e(s=30,f=4.203895e-44)]
0x00000b08 t=   430 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000b1c t=   430 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4400(s=1176323072,f=10065), 0x461d8800(s=1176340480,f=10082)]
0x00000b30 t=   430 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4800(s=1176324096,f=10066), 0xbc2b92a6(s=-1137995098,f=-0.01047198)]
0x00000b44 t=   430 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x3f4ccccd(s=1061997773,f=0.8)]
0x00000b58 t=   430 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000004(s=4,f=5.605194e-45)]
0x00000b68 t=   430 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x0000003c(s=60,f=8.407791e-44), 0x00000000(s=0,f=0), 0x3e4ccccd(s=1045220557,f=0.2)]
0x00000b80 t=   490 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274d(s=10061,f=1.409846e-41), 0x00000018(s=24,f=3.363116e-44)]
0x00000b94 t=   490 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x0000274e(s=10062,f=1.409987e-41), 0x00000000(s=0,f=0)]
0x00000ba8 t=   490 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4400(s=1176323072,f=10065), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00000bbc t=   490 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461d4800(s=1176324096,f=10066), 0x00000000(s=0,f=0)]
0x00000bd0 t=   490 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0003  set_float args=[0x461d4c00(s=1176325120,f=10067), 0x461c8800(s=1176274944,f=10018)]
0x00000be4 t=   490 op=0x0034 size=16 b08=0x00 diff=0xff pmask=0x0000  call_subroutine args=[0x00000007(s=7,f=9.809089e-45)]
0x00000bf4 t=   490 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8800(s=1176274944,f=10018), 0x3da3d70a(s=1034147594,f=0.08)]
0x00000c08 t=   490 op=0x000a size=20 b08=0x00 diff=0xff pmask=0x0001  add_int args=[0x00002712(s=10002,f=1.401579e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00000c1c t=   490 op=0x000a size=20 b08=0x00 diff=0xff pmask=0x0001  add_int args=[0x00002713(s=10003,f=1.401719e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00000c30 t=   585 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x000000aa(s=170,f=2.382207e-43), 0xfffff8c8(s=-1848,f=nan)]
0x00000c44 sub-footer

## sub 2 [0x00000c50, 0x00000d60)
0x00000c50 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0040  define_transform index=0 kind=32 wait_for_clear=0 int_0=120 int_1=-1 float_0=0.01 float_1=$f(10058)
0x00000c78 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=1 kind=8192 wait_for_clear=1 int_0=200 int_1=-1 float_0=-1 float_1=-1
