# ecldata4bsp.ecl
sha256: 007da9d02374f01292eada9a065c21b54cebbb81a5bff7a1660753498df65b51
header: subroutines=72 timelines=1 data_end=0x0000c448

## timeline 0 [0x0000c3cc, 0x0000c448)
0x0000c3cc t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x000001f0 t=    20 op=0x008b size=24 b08=0x00 diff=0xff pmask=0x0000  spawn_effect args=[0x00000033(s=51,f=7.146622e-44), 0x00000010(s=16,f=2.242078e-44), 0x00000000(s=0,f=0)]
0x00000208 t=    20 op=0x008b size=24 b08=0x00 diff=0xff pmask=0x0000  spawn_effect args=[0x00000033(s=51,f=7.146622e-44), 0x00000004(s=4,f=5.605194e-45), 0x00000000(s=0,f=0)]
0x00000220 t=    24 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000014(s=20,f=2.802597e-44), 0xffffffe8(s=-24,f=nan)]
0x00000234 t=    24 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00000240 sub-footer

## sub 1 [0x0000024c, 0x00000328)
0x0000024c t=     0 op=0x003b size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation_sequence_mode args=[0x00000000(s=0,f=0)]
0x0000025c t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000014(s=20,f=2.802597e-44)]
0x0000026c t=     0 op=0x007f size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_slot args=[0x00000000(s=0,f=0)]
0x0000027c t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x42400000(s=1111490560,f=48), 0x42000000(s=1107296256,f=32)]
0x00000290 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000003c(s=60,f=8.407791e-44)]
0x000002a0 t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000000(s=0,f=0)]
0x000002b0 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x0002bf20(s=180000,f=2.522337e-40), 0x00000015(s=21,f=2.942727e-44)]
0x000002c4 t=     0 op=0x003f size=20 b08=0x00 diff=0xff pmask=0x0000  set_position args=[0x42000000(s=1107296256,f=32), 0xc2000000(s=-1040187392,f=-32)]
0x000002d8 t=     0 op=0x0040 size=28 b08=0x00 diff=0xff pmask=0x0000  move_to args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x43400000(s=1128267776,f=192), 0x43000000(s=1124073472,f=128)]
0x000002f4 t=     0 op=0x007e size=20 b08=0x00 diff=0xff pmask=0x0000  set_interrupt_slot args=[0x00000002(s=2,f=2.802597e-45), 0x00000001(s=1,f=1.401298e-45)]
0x00000308 t=   100 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0)]
0x0000031c sub-footer

## sub 2 [0x00000328, 0x0000074c)
0x00000328 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00000338 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000004(s=4,f=5.605194e-45)]
0x00000348 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00000358 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000b4(s=180,f=2.522337e-43)]
0x00000368 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x0000000a(s=10,f=1.401298e-44), 0x00000005(s=5,f=7.006492e-45)]
0x0000037c t=     0 op=0x0083 size=16 b08=0x00 diff=0xff pmask=0x0000  set_health args=[0x00004650(s=18000,f=2.522337e-41)]
0x0000038c t=     0 op=0x0094 size=16 b08=0x00 diff=0xff pmask=0x0000  start_spell_phase args=[0x00000004(s=4,f=5.605194e-45)]
0x0000039c t=     0 op=0x0088 size=20 b08=0x00 diff=0xff pmask=0x0000  invoke_enemy_callback args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0)]
0x000003b0 t=     0 op=0x0081 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_defeat_mode args=[0x00000002(s=2,f=2.802597e-45)]
0x000003c0 t=     0 op=0x0082 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_end_subroutine args=[0x00000007(s=7,f=9.809089e-45)]
0x000003d0 t=     0 op=0x0086 size=20 b08=0x00 diff=0xff pmask=0x0000  set_timeout_phase_transition args=[0x00000960(s=2400,f=3.363116e-42), 0x00000015(s=21,f=2.942727e-44)]
0x000003e4 t=     0 op=0x0085 size=24 b08=0x00 diff=0xff pmask=0x0000  set_health_phase_transition args=[0x00000000(s=0,f=0), 0x000008fc(s=2300,f=3.222986e-42), 0x00000015(s=21,f=2.942727e-44)]
0x000003fc t=     0 op=0x009e size=28 b08=0x00 diff=0xff pmask=0x0004  set_boss_health_segment args=[0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00002768(s=10088,f=1.41363e-41), 0x00ff8080(s=16744576,f=2.346415e-38)]
0x00000418 t=     0 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0x3e99999a(s=1050253722,f=0.3), 0x3f333333(s=1060320051,f=0.7), 0x3e99999a(s=1050253722,f=0.3), 0x43000000(s=1124073472,f=128)]
0x00000438 t=    10 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0xbe99999a(s=-1097229926,f=-0.3), 0x3f333333(s=1060320051,f=0.7), 0x3e99999a(s=1050253722,f=0.3), 0x43000000(s=1124073472,f=128)]
0x00000458 t=    20 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0x3e99999a(s=1050253722,f=0.3), 0x3f333333(s=1060320051,f=0.7), 0xbe99999a(s=-1097229926,f=-0.3), 0x43000000(s=1124073472,f=128)]
0x00000478 t=    30 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0xbe99999a(s=-1097229926,f=-0.3), 0xbf333333(s=-1087163597,f=-0.7), 0xbe99999a(s=-1097229926,f=-0.3), 0x42c00000(s=1119879168,f=96)]
0x00000498 t=    40 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0x3e99999a(s=1050253722,f=0.3), 0xbf333333(s=-1087163597,f=-0.7), 0xbe99999a(s=-1097229926,f=-0.3), 0x42c00000(s=1119879168,f=96)]
0x000004b8 t=    50 op=0x0080 size=32 b08=0x00 diff=0xff pmask=0x0000  spawn_enemy_effect args=[0x00000006(s=6,f=8.407791e-45), 0xbe99999a(s=-1097229926,f=-0.3), 0xbf333333(s=-1087163597,f=-0.7), 0x3e99999a(s=1050253722,f=0.3), 0x42c00000(s=1119879168,f=96)]
0x000004d8 t=    60 op=0x004b size=28 b08=0x00 diff=0xff pmask=0x0000  set_movement_bounds args=[0x42000000(s=1107296256,f=32), 0x42400000(s=1111490560,f=48), 0x43b00000(s=1135607808,f=352), 0x43000000(s=1124073472,f=128)]
0x000004f4 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000014(s=20,f=2.802597e-44)]
0x00000508 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40490fdb(s=1078530011,f=3.141593)]
0x0000051c t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbcd67750(s=-1126795440,f=-0.02617994)]
0x00000530 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x3f888889(s=1065912457,f=1.066667)]
0x00000544 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002736(s=10038,f=1.406623e-41), 0x00000000(s=0,f=0)]
0x00000558 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000045(s=69,f=9.668959e-44)]
0x0000056c t=    60 op=0x003e size=12 b08=0x00 diff=0xff pmask=0x0000  restore_primary_animation args=[]
0x00000578 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x0000058c t=    60 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000005b0 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x000005c4 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000049(s=73,f=1.022948e-43)]
0x000005d8 t=    60 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000384(s=900,f=1.261169e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000005fc t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000006(s=6,f=8.407791e-45)]
0x00000610 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000045(s=69,f=9.668959e-44)]
0x00000624 t=    60 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000648 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x0000065c t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000049(s=73,f=1.022948e-43)]
0x00000670 t=    60 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000384(s=900,f=1.261169e-42), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000694 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x000006a8 t=    60 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000049(s=73,f=1.022948e-43)]
0x000006bc t=    60 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000006e0 t=    60 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000003(s=3,f=4.203895e-45)]
0x000006f4 t=    60 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000004(s=4,f=5.605194e-45)]
0x00000708 t=   180 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00000714 t=   480 op=0x0043 size=24 b08=0x00 diff=0xff pmask=0x0000  set_bounded_random_velocity args=[0x00000050(s=80,f=1.121039e-43), 0x00000004(s=4,f=5.605194e-45), 0x3fc00000(s=1069547520,f=1.5)]
0x0000072c t=   560 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000003c(s=60,f=8.407791e-44), 0xffffffdc(s=-36,f=nan)]
0x00000740 sub-footer

## sub 3 [0x0000074c, 0x000007e0)
0x0000074c t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461d0800(s=1176307712,f=10050), 0x43000000(s=1124073472,f=128), 0x00000000(s=0,f=0), 0x00000074(s=116,f=1.625506e-43)]
0x00000768 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=14 color=6 count=(16,1) speed=(3.4,0.9) angle=($f(10082),0.04908739) flags=0x00000200
0x00000794 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=15 color=6 count=(16,1) speed=(2.4,0.9) angle=($f(10082),0.04908739) flags=0x00000200
0x000007c0 t=     8 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff8c(s=-116,f=nan)]
0x000007d4 sub-footer

## sub 4 [0x000007e0, 0x000009e8)
0x000007e0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000047(s=71,f=9.949219e-44)]
0x000007f4 t=     0 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000054(s=84,f=1.177091e-43)]
0x00000810 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00000824 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000848 t=   120 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00000854 t=   120 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00000005(s=5,f=7.006492e-45), 0x00000078(s=120,f=1.681558e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00000870 t=   120 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00000884 t=   120 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000008a8 t=   240 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x000008b4 t=   240 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00000005(s=5,f=7.006492e-45), 0x000000f0(s=240,f=3.363116e-43), 0x00000054(s=84,f=1.177091e-43)]
0x000008d0 t=   240 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x000008e4 t=   240 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000908 t=   360 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00000914 t=   360 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00000005(s=5,f=7.006492e-45), 0x00000168(s=360,f=5.044674e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00000930 t=   360 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00000944 t=   360 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000968 t=   480 op=0x0000 size=12 b08=0x00 diff=0xff pmask=0x0000  nop args=[]
0x00000974 t=   480 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002770(s=10096,f=1.414751e-41), 0x00000005(s=5,f=7.006492e-45), 0x000001e0(s=480,f=6.726233e-43), 0x00000054(s=84,f=1.177091e-43)]
0x00000990 t=   480 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x000009a4 t=   480 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000006(s=6,f=8.407791e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000002bc(s=700,f=9.809089e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000009c8 t=   600 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xfffffe2c(s=-468,f=nan)]
0x000009dc sub-footer

## sub 5 [0x000009e8, 0x00000f54)
0x000009e8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x0000000f(s=15,f=2.101948e-44)]
0x000009fc t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x40060a92(s=1074137746,f=2.094395)]
0x00000a10 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000a24 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000a38 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00000a4c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002717(s=10007,f=1.402279e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00000a60 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002716(s=10006,f=1.402139e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000a74 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002716(s=10006,f=1.402139e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000a88 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002716(s=10006,f=1.402139e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000a9c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002716(s=10006,f=1.402139e-41), 0x00000002(s=2,f=2.802597e-45)]
0x00000ab0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40000000(s=1073741824,f=2)]
0x00000ac4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40000000(s=1073741824,f=2)]
0x00000ad8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40066666(s=1074161254,f=2.1)]
0x00000aec t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x40066666(s=1074161254,f=2.1)]
0x00000b00 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x3fcccccd(s=1070386381,f=1.6)]
0x00000b14 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x3fcccccd(s=1070386381,f=1.6)]
0x00000b28 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x3fe66666(s=1072064102,f=1.8)]
0x00000b3c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c9800(s=1176279040,f=10022), 0x3fcccccd(s=1070386381,f=1.6)]
0x00000b50 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8400(s=1176273920,f=10017), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x00000b68 t=     0 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_sub args=[0x461c8800(s=1176274944,f=10018), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x00000b80 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8400(s=1176273920,f=10017)]
0x00000b90 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8800(s=1176274944,f=10018)]
0x00000ba0 t=     0 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8c00(s=1176275968,f=10019)]
0x00000bb0 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x004a  fire mode=3 type=13 color=$i16(10001) count=(1,$i32(10007)) speed=(1.4,0.9) angle=($f(10077),0.04908739) flags=0x00000202
0x00000bdc t=     0 op=0x0063 size=44 b08=0x00 diff=0xfe pmask=0x005a  fire mode=3 type=12 color=$i16(10001) count=(1,$i32(10006)) speed=($f(10023),0.9) angle=($f(10017),0.04908739) flags=0x00000002
0x00000c08 t=     0 op=0x0063 size=44 b08=0x00 diff=0xfe pmask=0x005a  fire mode=3 type=13 color=$i16(10001) count=(1,$i32(10006)) speed=($f(10022),0.9) angle=($f(10018),0.04908739) flags=0x00000002
0x00000c34 t=     7 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_add args=[0x461c8400(s=1176273920,f=10017), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x00000c4c t=     7 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0007  set_float_sub args=[0x461c8800(s=1176274944,f=10018), 0x461d7400(s=1176335360,f=10077), 0x461c8c00(s=1176275968,f=10019)]
0x00000c64 t=     7 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8400(s=1176273920,f=10017)]
0x00000c74 t=     7 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8800(s=1176274944,f=10018)]
0x00000c84 t=     7 op=0x0025 size=16 b08=0x00 diff=0xff pmask=0x0001  normalize_angle args=[0x461c8c00(s=1176275968,f=10019)]
0x00000c94 t=     7 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x004a  fire mode=3 type=12 color=$i16(10001) count=(1,$i32(10007)) speed=(1.4,0.9) angle=($f(10077),0.04908739) flags=0x00000202
0x00000cc0 t=     7 op=0x0063 size=44 b08=0x00 diff=0xfe pmask=0x005a  fire mode=3 type=13 color=$i16(10001) count=(1,$i32(10006)) speed=($f(10023),0.9) angle=($f(10017),0.04908739) flags=0x00000002
