# ecldata7.ecl
sha256: 20b35dca3820438f0b90ae44e3362a7af27d2fc1ac7ae5888c477dc1c89a3734
header: subroutines=89 timelines=1 data_end=0x000106fc

## timeline 0 [0x00010324, 0x000106fc)
0x00010324 t=   260 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(416,48) rest=[0x000003e8, 0xfffffffe, 0x000003e8]
0x00010528 t=  3512 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x00010534 t=  4112 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000000(s=0,f=0)]
0x00010540 t=  4112 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x00010548 t=  4112 op=0x00 size=32 diff=0xff  spawn_enemy sub=26 pos=(192,-16) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x00010568 t=  4113 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x00010570 t=  4113 op=0x08 size=16 diff=0xff  set_enemy_field args=[0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x00010580 t=  4113 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x0001058c t=  4113 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000004(s=4,f=5.605194e-45)]
0x00010598 t=  4173 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000003(s=3,f=4.203895e-45)]
0x000105a4 t=  4174 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x000105ac t=  4234 op=0x00 size=32 diff=0xff  spawn_enemy sub=42 pos=(192,192) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x000105cc t=  4234 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x000105d8 t=  4234 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000006(s=6,f=8.407791e-45)]
0x000105e4 t=  4235 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x000105ec t=  4235 op=0x00 size=32 diff=0xff  spawn_enemy sub=46 pos=(192,192) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x0001060c t=  4235 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x00010618 t=  4235 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000007(s=7,f=9.809089e-45)]
0x00010624 t=  4236 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x0001062c t=  4236 op=0x00 size=32 diff=0xff  spawn_enemy sub=47 pos=(192,192) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x0001064c t=  4236 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x00010658 t=  4236 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000008(s=8,f=1.121039e-44)]
0x00010664 t=  4237 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x0001066c t=  4237 op=0x00 size=32 diff=0xff  spawn_enemy sub=48 pos=(192,192) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x0001068c t=  4237 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x00010698 t=  4237 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000009(s=9,f=1.261169e-44)]
0x000106a4 t=  4238 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x000106ac t=  4238 op=0x00 size=32 diff=0xff  spawn_enemy sub=49 pos=(192,192) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x000106cc t=  4238 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x000106d8 t=  4238 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000005(s=5,f=7.006492e-45)]
0x000106e4 t=  4239 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x000106ec stop (negative time); 16 bytes remain in timeline region

## sub 0 [0x000001ac, 0x000003dc)
0x000001ac t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000053(s=83,f=1.163078e-43)]
0x000001bc t=     0 op=0x0039 size=20 b08=0x00 diff=0xff pmask=0x0000  set_secondary_animation args=[0x00000000(s=0,f=0), 0x00000030(s=48,f=6.726233e-44)]
0x000001d0 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x42400000(s=1111490560,f=48), 0x42400000(s=1111490560,f=48)]
0x000001e4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000008c(s=140,f=1.961818e-43)]
0x000001f4 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x00000204 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x00000008(s=8,f=1.121039e-44), 0x00000004(s=4,f=5.605194e-45)]
0x00000218 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x3ec90fdb(s=1053364187,f=0.3926991), 0x40a00000(s=1084227584,f=5)]
0x00000234 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x00000250 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3dd67750(s=1037465424,f=0.1047198)]
0x00000264 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x00000278 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdd67750(s=-1110018224,f=-0.1047198)]
0x0000028c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x000002a0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000005(s=5,f=7.006492e-45)]
0x000002b4 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000001(s=1,f=1.401298e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000258(s=600,f=8.407791e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000002d8 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3ed67750(s=1054242640,f=0.418879)]
0x000002ec t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000258(s=600,f=8.407791e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000310 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3ed67750(s=1054242640,f=0.418879)]
0x00000324 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x00000258(s=600,f=8.407791e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000348 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0001  add_float args=[0x461c8000(s=1176272896,f=10016), 0x3ed67750(s=1054242640,f=0.418879)]
0x0000035c t=     0 op=0x0005 size=24 b08=0x00 diff=0xff pmask=0x0004  loop_decrement_jump args=[0x00000000(s=0,f=0), 0xffffff58(s=-168,f=nan), 0x00002734(s=10036,f=1.406343e-41)]
0x00000374 t=    60 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x3ec90fdb(s=1053364187,f=0.3926991), 0x00000000(s=0,f=0)]
0x00000388 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x0000039c t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3d567750(s=1029076816,f=0.05235988)]
0x000003b0 t=   240 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0xbfc90fdb(s=-1077342245,f=-1.570796), 0x3f19999a(s=1058642330,f=0.6)]
0x000003c4 t=  5240 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x000003d0 sub-footer

## sub 1 [0x000003dc, 0x00000490)
0x000003dc t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x000003ec t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00000400 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00000410 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00000420 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00000430 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x0000044c t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00000464 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000002(s=2,f=2.802597e-45)]
0x00000478 t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00000484 sub-footer

## sub 2 [0x00000490, 0x000005cc)
0x00000490 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x000004a4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x400ccccd(s=1074580685,f=2.2)]
0x000004b8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x4019999a(s=1075419546,f=2.4)]
0x000004cc t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x000004e0 t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0040  define_transform index=0 kind=64 wait_for_clear=0 int_0=50 int_1=1 float_0=1.570796 float_1=$f(10016)
0x00000508 t=    60 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44)]
0x0000051c t=    60 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000b(s=11,f=1.541428e-44)]
0x00000530 t=    60 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000b(s=11,f=1.541428e-44)]
0x00000544 t=    60 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000007(s=7,f=9.809089e-45)]
0x00000558 t=    60 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_sub args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x40490fdb(s=1078530011,f=3.141593)]
0x00000570 t=    60 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=3 type=2 color=2 count=(2,1) speed=(2,0.8) angle=($f(10016),0) flags=0x00000240
0x0000059c t=    60 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x000005ac t=    60 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x0000003c(s=60,f=8.407791e-44), 0xffffffac(s=-84,f=nan)]
0x000005c0 sub-footer

## sub 3 [0x000005cc, 0x00000680)
0x000005cc t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x000005dc t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000005f0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00000600 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00000610 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00000620 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x0000063c t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00000654 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000004(s=4,f=5.605194e-45)]
0x00000668 t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00000674 sub-footer

## sub 4 [0x00000680, 0x000007a8)
0x00000680 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000e(s=14,f=1.961818e-44)]
0x00000694 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000001(s=1,f=1.401298e-45)]
0x000006a8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000002(s=2,f=2.802597e-45)]
0x000006bc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x000006d0 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000004(s=4,f=5.605194e-45)]
0x000006e4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3fb33333(s=1068708659,f=1.4)]
0x000006f8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x400ccccd(s=1074580685,f=2.2)]
0x0000070c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40133333(s=1075000115,f=2.3)]
0x00000720 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x402ccccd(s=1076677837,f=2.7)]
0x00000734 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x40490fdb(s=1078530011,f=3.141593)]
0x0000074c t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0054  fire mode=1 type=1 color=6 count=($i32(10001),1) speed=($f(10017),1.2) angle=($f(10069),0.3926991) flags=0x00000200
0x00000778 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000788 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffffac(s=-84,f=nan)]
0x0000079c sub-footer

## sub 5 [0x000007a8, 0x0000085c)
0x000007a8 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x000007b8 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000007cc t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x000007dc t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x000007ec t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x000007fc t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x00000818 t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00000830 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000006(s=6,f=8.407791e-45)]
0x00000844 t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00000850 sub-footer

## sub 6 [0x0000085c, 0x00000960)
0x0000085c t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00000870 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000001(s=1,f=1.401298e-45)]
0x00000884 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00000898 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x000008ac t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002711(s=10001,f=1.401439e-41), 0x00000003(s=3,f=4.203895e-45)]
0x000008c0 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x40490fdb(s=1078530011,f=3.141593)]
0x000008d8 t=     0 op=0x0063 size=44 b08=0x00 diff=0xff pmask=0x0044  fire mode=3 type=1 color=2 count=($i32(10001),1) speed=(0.8,1.2) angle=($f(10069),0) flags=0x00000200
0x00000904 t=     0 op=0x002e size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_le args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44), 0x00000000(s=0,f=0), 0x0000002c(s=44,f=6.165713e-44)]
0x00000920 t=     0 op=0x001f size=16 b08=0x00 diff=0xff pmask=0x0001  decrement_int args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000930 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000940 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff80(s=-128,f=nan)]
0x00000954 sub-footer

## sub 7 [0x00000960, 0x00000b84)
0x00000960 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x0000005e(s=94,f=1.317221e-43)]
0x00000970 t=     0 op=0x0039 size=20 b08=0x00 diff=0xff pmask=0x0000  set_secondary_animation args=[0x00000000(s=0,f=0), 0x00000030(s=48,f=6.726233e-44)]
0x00000984 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00000998 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x000009a8 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000014(s=20,f=2.802597e-44)]
0x000009b8 t=     0 op=0x007c size=16 b08=0x00 diff=0xff pmask=0x0000  play_sound_at_enemy args=[0x00000024(s=36,f=5.044674e-44)]
0x000009c8 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x00000002(s=2,f=2.802597e-45), 0x00000002(s=2,f=2.802597e-45)]
0x000009dc t=     0 op=0x0018 size=24 b08=0x00 diff=0xff pmask=0x0003  set_int_mod args=[0x00002710(s=10000,f=1.401298e-41), 0x00002730(s=10032,f=1.405783e-41), 0x00000007(s=7,f=9.809089e-45)]
0x000009f4 t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8000(s=1176272896,f=10016), 0x461c4000(s=1176256512,f=10000), 0x42400000(s=1111490560,f=48)]
0x00000a0c t=     0 op=0x001b size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_mul args=[0x461c8400(s=1176273920,f=10017), 0x461cc400(s=1176290304,f=10033), 0x42c00000(s=1119879168,f=96)]
0x00000a24 t=     0 op=0x000f size=20 b08=0x00 diff=0xff pmask=0x0003  add_float args=[0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017)]
0x00000a38 t=     0 op=0x003f size=20 b08=0x00 diff=0xff pmask=0x0003  set_position args=[0x461c8000(s=1176272896,f=10016), 0x461cec00(s=1176300544,f=10043)]
0x00000a4c t=    20 op=0x0015 size=24 b08=0x00 diff=0xff pmask=0x0005  set_int_sub args=[0x00002710(s=10000,f=1.401298e-41), 0x00000007(s=7,f=9.809089e-45), 0x00002710(s=10000,f=1.401298e-41)]
0x00000a64 t=    20 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002734(s=10036,f=1.406343e-41), 0x00000007(s=7,f=9.809089e-45)]
0x00000a78 t=    20 op=0x0032 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_ge args=[0x00002710(s=10000,f=1.401298e-41), 0x00000003(s=3,f=4.203895e-45), 0x00000014(s=20,f=2.802597e-44), 0x00000044(s=68,f=9.52883e-44)]
0x00000a94 t=    20 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c9c00(s=1176280064,f=10023), 0x3d8efa35(s=1032780341,f=0.06981317)]
0x00000aa8 t=    20 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000014(s=20,f=2.802597e-44), 0x00000028(s=40,f=5.605194e-44)]
